date,price
16/12/2014,338.547
17/12/2014,330.536
18/12/2014,317.405
19/12/2014,306.45999
20/12/2014,319.196
21/12/2014,321.89299
22/12/2014,320.03499
23/12/2014,328.701
24/12/2014,332.053
25/12/2014,321.386
26/12/2014,318.563
27/12/2014,320.868
28/12/2014,316.009
29/12/2014,315.64
30/12/2014,313.994
31/12/2014,309.903
01/01/2015,317.204
02/01/2015,314.49899
03/01/2015,311.14099
04/01/2015,277.853
05/01/2015,270.813
06/01/2015,272.0175
07/01/2015,283.84125
08/01/2015,290.485
09/01/2015,281.03625
10/01/2015,286.688
11/01/2015,277.64999
12/01/2015,268.10199
13/01/2015,243.081
14/01/2015,219.128
15/01/2015,193.3511
16/01/2015,220.5745
17/01/2015,209.1655
18/01/2015,195.59467
19/01/2015,212.2711
20/01/2015,211.5401
21/01/2015,212.28249
22/01/2015,230.6754
23/01/2015,226.30419
24/01/2015,231.4242
25/01/2015,251.606
26/01/2015,283.59769
27/01/2015,258.5374
28/01/2015,257.447
29/01/2015,235.948
30/01/2015,233.141
31/01/2015,226.94116
01/02/2015,216.66066
02/02/2015,229.80441
03/02/2015,237.65175
04/02/2015,225.83858
05/02/2015,226.554
06/02/2015,219.75625
07/02/2015,225.46666
08/02/2015,225.73291
09/02/2015,222.78408
10/02/2015,220.16725
11/02/2015,223.00366
12/02/2015,218.72833
13/02/2015,223.96716
14/02/2015,237.65716
15/02/2015,256.21758
16/02/2015,230.1355
17/02/2015,235.71275
18/02/2015,242.93183
19/02/2015,237.1035
20/02/2015,241.07183
21/02/2015,245.70566
22/02/2015,245.145
23/02/2015,235.14141
24/02/2015,238.93183
25/02/2015,238.15225
26/02/2015,235.67716
27/02/2015,251.28908
28/02/2015,251.03416
01/03/2015,251.9314
02/03/2015,258.8485
03/03/2015,270.7625
04/03/2015,278.1172
05/03/2015,269.2606
06/03/2015,274.8977
07/03/2015,270.86109
08/03/2015,276.72789
09/03/2015,277.98519
10/03/2015,294.1886
11/03/2015,289.7149
12/03/2015,292.8678
13/03/2015,293.224
14/03/2015,282.644
15/03/2015,283.0809
16/03/2015,290.61579
17/03/2015,290.542
18/03/2015,283.7507
19/03/2015,252.44789
20/03/2015,263.4741
21/03/2015,259.913
22/03/2015,259.3943
23/03/2015,267.5549
24/03/2015,265.273
25/03/2015,246.6733
26/03/2015,245.6489
27/03/2015,246.5497
28/03/2015,248.4467
29/03/2015,246.728
30/03/2015,245.1133
31/03/2015,247.2639
01/04/2015,243.3028
02/04/2015,246.96
03/04/2015,252.0578
04/04/2015,253.4334
05/04/2015,252.0256
06/04/2015,260.3589
07/04/2015,252.0909
08/04/2015,252.8629
09/04/2015,244.0449
10/04/2015,240.9478
11/04/2015,236.4388
12/04/2015,236.5542
13/04/2015,235.522
14/04/2015,222.6009
15/04/2015,220.9126
16/04/2015,226.0171
17/04/2015,227.9255
18/04/2015,223.317
19/04/2015,223.4062
20/04/2015,223.9214
21/04/2015,224.9815
22/04/2015,235.50369
23/04/2015,234.15749
24/04/2015,233.40079
25/04/2015,228.92379
26/04/2015,219.94549
27/04/2015,219.19029
28/04/2015,227.3867
29/04/2015,225.3545
30/04/2015,225.9976
01/05/2015,236.6827
02/05/2015,233.8511
03/05/2015,236.2378
04/05/2015,240.3646
05/05/2015,235.6033
06/05/2015,235.6017
07/05/2015,230.4207
08/05/2015,237.059
09/05/2015,244.6989
10/05/2015,241.516
11/05/2015,239.4036
12/05/2015,240.00079
13/05/2015,241.3529
14/05/2015,235.5478
15/05/2015,237.5737
16/05/2015,236.657
17/05/2015,236.339
18/05/2015,236.2319
19/05/2015,233.3119
20/05/2015,232.7193
21/05/2015,234.204
22/05/2015,235.86329
23/05/2015,240.1588
24/05/2015,239.7985
25/05/2015,240.9415
26/05/2015,237.6588
27/05/2015,237.1844
28/05/2015,237.6708
29/05/2015,237.2277
30/05/2015,236.1404
31/05/2015,233.3328
01/06/2015,230.8331
02/06/2015,223.415
03/06/2015,226.6168
04/06/2015,225.444
05/06/2015,223.9665
06/06/2015,224.2525
07/06/2015,225.8403
08/06/2015,223.69459
09/06/2015,228.1884
10/06/2015,229.2025
11/06/2015,229.9599
12/06/2015,229.9082
13/06/2015,230.6695
14/06/2015,233.1445
15/06/2015,234.7473
16/06/2015,237.39899
17/06/2015,248.7435
18/06/2015,247.2359
19/06/2015,249.0733
20/06/2015,240.7897
21/06/2015,244.15625
22/06/2015,244.9588
23/06/2015,247.1273
24/06/2015,243.371
25/06/2015,240.9204
26/06/2015,242.31912
27/06/2015,242.28812
28/06/2015,250.382
29/06/2015,249.42725
30/06/2015,258.38549
01/07/2015,261.71749
02/07/2015,259.62937
03/07/2015,255.52675
04/07/2015,253.87887
05/07/2015,261.42899
06/07/2015,267.60762
07/07/2015,270.07587
08/07/2015,264.356
09/07/2015,267.943
10/07/2015,269.24925
11/07/2015,286.53662
12/07/2015,301.03837
13/07/2015,304.9905
14/07/2015,290.93137
15/07/2015,288.48787
16/07/2015,287.55762
17/07/2015,276.97924
18/07/2015,278.33337
19/07/2015,275.30687
20/07/2015,274.28387
21/07/2015,279.45925
22/07/2015,274.87242
23/07/2015,276.2095
24/07/2015,276.24491
25/07/2015,287.55583
26/07/2015,287.83983
27/07/2015,291.20091
28/07/2015,293.15058
29/07/2015,292.99425
30/07/2015,288.61658
31/07/2015,286.74491
01/08/2015,282.33741
02/08/2015,278.68258
03/08/2015,279.48591
04/08/2015,283.49091
05/08/2015,284.24366
06/08/2015,280.9375
07/08/2015,275.92866
08/08/2015,278.2765
09/08/2015,261.75225
10/08/2015,265.0825
11/08/2015,264.87516
12/08/2015,270.22325
13/08/2015,264.14299
14/08/2015,262.01758
15/08/2015,265.3955
16/08/2015,261.20058
17/08/2015,258.0065
18/08/2015,256.44841
19/08/2015,230.38424
20/08/2015,232.06483
21/08/2015,234.56375
22/08/2015,233.03691
23/08/2015,231.21275
24/08/2015,227.23233
25/08/2015,203.18133
26/08/2015,219.81583
27/08/2015,224.53608
28/08/2015,224.18875
29/08/2015,230.93575
30/08/2015,230.58541
31/08/2015,227.18083
01/09/2015,229.02966
02/09/2015,226.28841
03/09/2015,228.35299
04/09/2015,227.14741
05/09/2015,229.66691
06/09/2015,240.70116
07/09/2015,239.88
08/09/2015,242.01891
09/09/2015,244.31383
10/09/2015,237.99466
11/09/2015,240.56366
12/09/2015,239.81675
13/09/2015,235.053
14/09/2015,229.15808
15/09/2015,230.51091
16/09/2015,230.98066
17/09/2015,229.58975
18/09/2015,233.2385
19/09/2015,232.50008
20/09/2015,231.33733
21/09/2015,230.75433
22/09/2015,227.79358
23/09/2015,231.30983
24/09/2015,231.09508
25/09/2015,233.74475
26/09/2015,234.92466
27/09/2015,234.32908
28/09/2015,237.21116
29/09/2015,238.56625
30/09/2015,238.06125
01/10/2015,237.15191
02/10/2015,238.06358
03/10/2015,237.63516
04/10/2015,238.99883
05/10/2015,238.82433
06/10/2015,240.63075
07/10/2015,246.49633
08/10/2015,244.49816
09/10/2015,243.25675
10/10/2015,244.96533
11/10/2015,245.07
12/10/2015,247.65041
13/10/2015,244.57641
14/10/2015,249.45908
15/10/2015,254.64216
16/10/2015,255.72741
17/10/2015,267.53983
18/10/2015,270.04041
19/10/2015,264.98625
20/10/2015,264.92575
21/10/2015,270.49541
22/10/2015,267.46908
23/10/2015,274.25325
24/10/2015,279.97908
25/10/2015,286.86941
26/10/2015,284.286
27/10/2015,287.83091
28/10/2015,300.53566
29/10/2015,304.32691
30/10/2015,326.55691
31/10/2015,327.58425
01/11/2015,311.70274
02/11/2015,325.64666
03/11/2015,369.51133
04/11/2015,432.46133
05/11/2015,434.31683
06/11/2015,359.586
07/11/2015,377.64099
08/11/2015,387.775
09/11/2015,370.652
10/11/2015,376.948
11/11/2015,311.702
12/11/2015,320.036
13/11/2015,337.893
14/11/2015,334.125
15/11/2015,333.951
16/11/2015,320.06
17/11/2015,337.759
18/11/2015,333.33299
19/11/2015,334.02499
20/11/2015,315.63099
21/11/2015,321.482
22/11/2015,326.365
23/11/2015,322.606
24/11/2015,320.993
25/11/2015,318.337
26/11/2015,332.471
27/11/2015,349.138
28/11/2015,354.954
29/11/2015,356.806
30/11/2015,375.204
01/12/2015,377.798
02/12/2015,352.128
03/12/2015,366.788
04/12/2015,358.443
05/12/2015,369.956
06/12/2015,394.861
07/12/2015,391.618
08/12/2015,395.59299
09/12/2015,421.424
10/12/2015,415.076
11/12/2015,421.813
12/12/2015,467.831
13/12/2015,435.091
14/12/2015,437.021
15/12/2015,453.676
16/12/2015,445.805
17/12/2015,451.102
18/12/2015,456.425
19/12/2015,464.218
20/12/2015,460.238
21/12/2015,435.64099
22/12/2015,438.276
23/12/2015,437.994
24/12/2015,456.572
25/12/2015,455.743
26/12/2015,447.606
27/12/2015,419.338
28/12/2015,427.817
29/12/2015,422.741
30/12/2015,431.029
31/12/2015,424.962
01/01/2016,432.358
02/01/2016,433.773
03/01/2016,431.985
04/01/2016,431.691
05/01/2016,433.732
06/01/2016,427.164
07/01/2016,441.021
08/01/2016,457.168
09/01/2016,452.368
10/01/2016,445.327
11/01/2016,450.312
12/01/2016,446.614
13/01/2016,431.156
14/01/2016,431.41
15/01/2016,416.29
16/01/2016,372.737
17/01/2016,383.138
18/01/2016,380.817
19/01/2016,382.738
20/01/2016,378.775
21/01/2016,417.439
22/01/2016,403.271
23/01/2016,388.219
24/01/2016,388.538
25/01/2016,397.885
26/01/2016,390.715
27/01/2016,392.389
28/01/2016,381.356
29/01/2016,369.133
30/01/2016,376.952
31/01/2016,378.174
01/02/2016,372.157
02/02/2016,372.453
03/02/2016,372.762
04/02/2016,370.433
05/02/2016,386.954
06/02/2016,377.889
07/02/2016,376.44
08/02/2016,376.924
09/02/2016,372.434
10/02/2016,374.764
11/02/2016,379.186
12/02/2016,378.576
13/02/2016,388.87
14/02/2016,397.23
15/02/2016,405.621
16/02/2016,401.663
17/02/2016,407.017
18/02/2016,417.492
19/02/2016,421.956
20/02/2016,422.054
21/02/2016,439.61
22/02/2016,436.14
23/02/2016,438.745
24/02/2016,419.896
25/02/2016,422.617
26/02/2016,421.244
27/02/2016,433.401
28/02/2016,425.502
29/02/2016,438.28
01/03/2016,436.426
02/03/2016,434.001
03/03/2016,419.254
04/03/2016,421.597
05/03/2016,407.722
06/03/2016,397.883
07/03/2016,407.276
08/03/2016,414.213
09/03/2016,410.739
10/03/2016,411.672
11/03/2016,416.708
12/03/2016,415.04
13/03/2016,411.637
14/03/2016,414.208
15/03/2016,416.034
16/03/2016,414.167
17/03/2016,417.138
18/03/2016,417.154
19/03/2016,407.473
20/03/2016,409.24
21/03/2016,407.496
22/03/2016,415.125
23/03/2016,417.318
24/03/2016,415.837
25/03/2016,414.75699
26/03/2016,416.851
27/03/2016,416.233
28/03/2016,424.297
29/03/2016,423.597
30/03/2016,414.613
31/03/2016,414.458
01/04/2016,416.012
02/04/2016,418.785
03/04/2016,418.93999
04/04/2016,418.593
05/04/2016,422.044
06/04/2016,422.29499
07/04/2016,420.553
08/04/2016,421.616
09/04/2016,415.751
10/04/2016,418.078
11/04/2016,421.192
12/04/2016,426.383
13/04/2016,426.84399
14/04/2016,425.494
15/04/2016,426.279
16/04/2016,429.775
17/04/2016,430.453
18/04/2016,429.318
19/04/2016,428.522
20/04/2016,435.926
21/04/2016,443.758
22/04/2016,446.776
23/04/2016,447.233
24/04/2016,455.152
25/04/2016,458.626
26/04/2016,464.429
27/04/2016,466.064
28/04/2016,441.304
29/04/2016,446.236
30/04/2016,454.375
01/05/2016,449.108
02/05/2016,453.067
03/05/2016,443.681
04/05/2016,449.157
05/05/2016,447.73999
06/05/2016,447.58599
07/05/2016,458.864
08/05/2016,459.937
09/05/2016,458.708
10/05/2016,460.954
11/05/2016,454.39399
12/05/2016,451.155
13/05/2016,453.701
14/05/2016,456.039
15/05/2016,456.093
16/05/2016,457.64099
17/05/2016,454.278
18/05/2016,454.064
19/05/2016,453.494
20/05/2016,440.231
21/05/2016,442.953
22/05/2016,442.892
23/05/2016,440.551
24/05/2016,444.489
25/05/2016,447.035
26/05/2016,448.278
27/05/2016,467.262
28/05/2016,489.847
29/05/2016,516.051
30/05/2016,529.917
31/05/2016,537.23299
01/06/2016,528.04999
02/06/2016,538.568
03/06/2016,537.185
04/06/2016,571.139
05/06/2016,579.343
06/06/2016,578.84899
07/06/2016,585.399
08/06/2016,576.226
09/06/2016,580.43599
10/06/2016,574.953
11/06/2016,583.87
12/06/2016,633.205
13/06/2016,682.226
14/06/2016,695.155
15/06/2016,685.442
16/06/2016,732.357
17/06/2016,773.25
18/06/2016,736.386
19/06/2016,747.831
20/06/2016,758.903
21/06/2016,702.696
22/06/2016,657.013
23/06/2016,581.249
24/06/2016,657.08999
25/06/2016,687.168
26/06/2016,657.22399
27/06/2016,644.091
28/06/2016,655.94399
29/06/2016,634.357
30/06/2016,635.093
01/07/2016,683.293
02/07/2016,678.567
03/07/2016,690.179
04/07/2016,670.741
05/07/2016,679.351
06/07/2016,676.872
07/07/2016,671.814
08/07/2016,640.476
09/07/2016,654.85299
10/07/2016,649.356
11/07/2016,656.747
12/07/2016,648.136
13/07/2016,663.443
14/07/2016,654.018
15/07/2016,663.638
16/07/2016,666.56499
17/07/2016,665.113
18/07/2016,681.239
19/07/2016,673.832
20/07/2016,673.008
21/07/2016,662.034
22/07/2016,666.747
23/07/2016,654.725
24/07/2016,654.895
25/07/2016,660.284
26/07/2016,655.418
27/07/2016,650.82899
28/07/2016,656.91599
29/07/2016,655.427
30/07/2016,656.681
31/07/2016,635.588
01/08/2016,621.37299
02/08/2016,601.227
03/08/2016,555.926
04/08/2016,578.52374
05/08/2016,570.33875
06/08/2016,574.87375
07/08/2016,588.51625
08/08/2016,589.66125
09/08/2016,586.715
10/08/2016,585.23875
11/08/2016,594.81625
12/08/2016,581.9625
13/08/2016,584.87375
14/08/2016,581.65
15/08/2016,571.9625
16/08/2016,567.60749
17/08/2016,575.54125
18/08/2016,572.37249
19/08/2016,573.01625
20/08/2016,573.08
21/08/2016,581.35375
22/08/2016,579.6675
23/08/2016,585.5075
24/08/2016,577.98749
25/08/2016,574.5825
26/08/2016,575.0625
27/08/2016,575.3425
28/08/2016,568.78875
29/08/2016,574.49749
30/08/2016,571.94125
31/08/2016,573.78125
01/09/2016,572.96
02/09/2016,570.1
03/09/2016,572.52125
04/09/2016,596.45375
05/09/2016,606.0525
06/09/2016,604.465
07/09/2016,609.4325
08/09/2016,613.67499
09/09/2016,623.6
10/09/2016,620.59875
11/09/2016,622.03375
12/09/2016,604.8275
13/09/2016,607.03625
14/09/2016,606.885
15/09/2016,606.8975
16/09/2016,605.52125
17/09/2016,606.04625
18/09/2016,605.08
19/09/2016,609.37249
20/09/2016,606.7175
21/09/2016,595.93375
22/09/2016,596.225
23/09/2016,595.0175
24/09/2016,602.4075
25/09/2016,601.36875
26/09/2016,598.9075
27/09/2016,605.0175
28/09/2016,602.885
29/09/2016,603.58124
30/09/2016,604.52125
01/10/2016,610.58375
02/10/2016,613.23749
03/10/2016,611.88874
04/10/2016,609.495
05/10/2016,608.125
06/10/2016,610.57
07/10/2016,610.23375
08/10/2016,617.445
09/10/2016,614.59625
10/10/2016,615.91625
11/10/2016,618.3275
12/10/2016,637.21624
13/10/2016,637.73625
14/10/2016,635.88375
15/10/2016,638.975
16/10/2016,638.605
17/10/2016,636.635
18/10/2016,637.01625
19/10/2016,634.605
20/10/2016,626.36875
21/10/2016,629.61249
22/10/2016,630.61875
23/10/2016,650.895
24/10/2016,647.69375
25/10/2016,652.235
26/10/2016,657.05625
27/10/2016,684.3775
28/10/2016,684.2975
29/10/2016,700.135
30/10/2016,704.91
31/10/2016,693.89625
01/11/2016,708.955
02/11/2016,725.6925
03/11/2016,741.84875
04/11/2016,701.21875
05/11/2016,702.175
06/11/2016,705.47875
07/11/2016,705.47125
08/11/2016,706.13375
09/11/2016,728.36125
10/11/2016,719.2525
11/11/2016,714.57125
12/11/2016,715.7725
13/11/2016,694.72125
14/11/2016,704.62125
15/11/2016,711.39625
16/11/2016,710.9275
17/11/2016,745.92625
18/11/2016,738.665
19/11/2016,748.8075
20/11/2016,752.5525
21/11/2016,730.365
22/11/2016,734.84
23/11/2016,745.97875
24/11/2016,739.81875
25/11/2016,730.3125
26/11/2016,737.4025
27/11/2016,727.445
28/11/2016,731.9
29/11/2016,731.12625
30/11/2016,731.64
01/12/2016,744.1025
02/12/2016,766.5925
03/12/2016,769.915
04/12/2016,764.3575
05/12/2016,760.1
06/12/2016,754.82625
07/12/2016,758.35375
08/12/2016,763.23625
09/12/2016,766.8725
10/12/2016,773.2825
11/12/2016,765.9525
12/12/2016,769.8275
13/12/2016,774.38625
14/12/2016,778.35625
15/12/2016,776.9825
16/12/2016,776.415
17/12/2016,786.9725
18/12/2016,789.24625
19/12/2016,791
20/12/2016,789.2325
21/12/2016,805.79625
22/12/2016,842.63875
23/12/2016,910.9325
24/12/2016,910.2475
25/12/2016,870.13125
26/12/2016,905.45625
27/12/2016,900.36625
28/12/2016,948.89875
29/12/2016,971.645
30/12/2016,954.84375
31/12/2016,952.455
01/01/2017,964.325
02/01/2017,1009.97375
03/01/2017,1028.33375
04/01/2017,1047.09999
05/01/2017,1140.385
06/01/2017,985.93875
07/01/2017,837.83625
08/01/2017,923.52375
09/01/2017,889.33875
10/01/2017,905.22625
11/01/2017,910.60625
12/01/2017,772.66125
13/01/2017,784.89375
14/01/2017,820.68875
